Round County Immigrants;Round State Immigrants;County Immigrants;County name;County;Anzahl der Datensätze;Origin (B05006 2016 5 yr (State));Origin (quickfilter 2);Origin (tooltip);Origin (quickfilter);Origin;State (B05006 2016 5 yr (State));State Immigrants;State;Total state immigrant population;Total state population
;4.494.000;147;Newton County, Texas;Newton County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
;4.494.000;548;Nolan County, Texas;Nolan County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
29.200;4.494.000;29178;Nueces County, Texas;Nueces County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
2.200;4.494.000;2183;Ochiltree County, Texas;Ochiltree County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
;4.494.000;49;Oldham County, Texas;Oldham County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
2.100;4.494.000;2081;Orange County, Texas;Orange County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
;4.494.000;1849;Palo Pinto County, Texas;Palo Pinto County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
;4.494.000;992;Panola County, Texas;Panola County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
5.500;4.494.000;5539;Parker County, Texas;Parker County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
2.000;4.494.000;2016;Parmer County, Texas;Parmer County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
2.200;4.494.000;2216;Pecos County, Texas;Pecos County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
3.000;4.494.000;3046;Polk County, Texas;Polk County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
18.300;4.494.000;18286;Potter County, Texas;Potter County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
2.600;4.494.000;2621;Presidio County, Texas;Presidio County;1;Total:;Total:;all countries;(Total);Total:;Texas;4494345;Texas;4494345;26956435
2.500;67.000;2494;Adams County, Mississippi;Adams County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;628;Alcorn County, Mississippi;Alcorn County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;54;Amite County, Mississippi;Amite County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;142;Attala County, Mississippi;Attala County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;71;Benton County, Mississippi;Benton County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;631;Bolivar County, Mississippi;Bolivar County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;428;Calhoun County, Mississippi;Calhoun County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;103;Carroll County, Mississippi;Carroll County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;458;Chickasaw County, Mississippi;Chickasaw County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;22;Choctaw County, Mississippi;Choctaw County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;83;Claiborne County, Mississippi;Claiborne County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;64;Clarke County, Mississippi;Clarke County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;138;Clay County, Mississippi;Clay County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;193;Coahoma County, Mississippi;Coahoma County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;739;Copiah County, Mississippi;Copiah County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;72;Covington County, Mississippi;Covington County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
5.700;67.000;5715;DeSoto County, Mississippi;DeSoto County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
2.400;67.000;2374;Forrest County, Mississippi;Forrest County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;34;Franklin County, Mississippi;Franklin County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;432;George County, Mississippi;George County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;66;Greene County, Mississippi;Greene County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;31;Grenada County, Mississippi;Grenada County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;988;Hancock County, Mississippi;Hancock County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
8.700;67.000;8688;Harrison County, Mississippi;Harrison County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
4.700;67.000;4699;Hinds County, Mississippi;Hinds County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;30;Holmes County, Mississippi;Holmes County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;112;Humphreys County, Mississippi;Humphreys County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;5;Issaquena County, Mississippi;Issaquena County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;171;Itawamba County, Mississippi;Itawamba County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
4.900;67.000;4944;Jackson County, Mississippi;Jackson County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;53;Jasper County, Mississippi;Jasper County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;47;Jefferson County, Mississippi;Jefferson County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;20;Jefferson Davis County, Mississippi;Jefferson Davis County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;1860;Jones County, Mississippi;Jones County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;3;Kemper County, Mississippi;Kemper County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;1585;Lafayette County, Mississippi;Lafayette County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;1738;Lamar County, Mississippi;Lamar County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;1444;Lauderdale County, Mississippi;Lauderdale County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;1;Lawrence County, Mississippi;Lawrence County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;382;Leake County, Mississippi;Leake County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;1556;Lee County, Mississippi;Lee County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;592;Leflore County, Mississippi;Leflore County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;108;Lincoln County, Mississippi;Lincoln County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;1597;Lowndes County, Mississippi;Lowndes County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
3.900;67.000;3920;Madison County, Mississippi;Madison County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;230;Marion County, Mississippi;Marion County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;465;Marshall County, Mississippi;Marshall County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;161;Monroe County, Mississippi;Monroe County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;31;Montgomery County, Mississippi;Montgomery County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;396;Neshoba County, Mississippi;Neshoba County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;205;Newton County, Mississippi;Newton County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;216;Noxubee County, Mississippi;Noxubee County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
2.000;67.000;2011;Oktibbeha County, Mississippi;Oktibbeha County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;290;Panola County, Mississippi;Panola County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;903;Pearl River County, Mississippi;Pearl River County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;30;Perry County, Mississippi;Perry County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;336;Pike County, Mississippi;Pike County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;766;Pontotoc County, Mississippi;Pontotoc County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;166;Prentiss County, Mississippi;Prentiss County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;66;Quitman County, Mississippi;Quitman County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
3.400;67.000;3377;Rankin County, Mississippi;Rankin County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;1943;Scott County, Mississippi;Scott County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;37;Sharkey County, Mississippi;Sharkey County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;212;Simpson County, Mississippi;Simpson County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;27;Smith County, Mississippi;Smith County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;179;Stone County, Mississippi;Stone County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;171;Sunflower County, Mississippi;Sunflower County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;790;Tallahatchie County, Mississippi;Tallahatchie County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;479;Tate County, Mississippi;Tate County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;578;Tippah County, Mississippi;Tippah County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;316;Tishomingo County, Mississippi;Tishomingo County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;187;Tunica County, Mississippi;Tunica County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;751;Union County, Mississippi;Union County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;79;Walthall County, Mississippi;Walthall County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;837;Warren County, Mississippi;Warren County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;527;Washington County, Mississippi;Washington County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;33;Wayne County, Mississippi;Wayne County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;55;Webster County, Mississippi;Webster County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;0;Wilkinson County, Mississippi;Wilkinson County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;80;Winston County, Mississippi;Winston County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;51;Yalobusha County, Mississippi;Yalobusha County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;67.000;834;Yazoo County, Mississippi;Yazoo County;1;Total:;Total:;all countries;(Total);Total:;Mississippi;67330;Mississippi;67330;2989192
;391.000;306;Baker County, Oregon;Baker County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
8.300;391.000;8316;Benton County, Oregon;Benton County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
31.800;391.000;31787;Clackamas County, Oregon;Clackamas County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;1839;Clatsop County, Oregon;Clatsop County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;1542;Columbia County, Oregon;Columbia County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
2.400;391.000;2363;Coos County, Oregon;Coos County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;396;Crook County, Oregon;Crook County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;790;Curry County, Oregon;Curry County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
7.100;391.000;7079;Deschutes County, Oregon;Deschutes County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
2.900;391.000;2938;Douglas County, Oregon;Douglas County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;50;Gilliam County, Oregon;Gilliam County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;170;Grant County, Oregon;Grant County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;158;Harney County, Oregon;Harney County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
3.400;391.000;3442;Hood River County, Oregon;Hood River County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
12.500;391.000;12496;Jackson County, Oregon;Jackson County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;1599;Jefferson County, Oregon;Jefferson County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
3.100;391.000;3085;Josephine County, Oregon;Josephine County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
3.400;391.000;3367;Klamath County, Oregon;Klamath County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;277;Lake County, Oregon;Lake County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
21.200;391.000;21211;Lane County, Oregon;Lane County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
2.700;391.000;2694;Lincoln County, Oregon;Lincoln County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
4.900;391.000;4926;Linn County, Oregon;Linn County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
3.300;391.000;3259;Malheur County, Oregon;Malheur County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
42.400;391.000;42380;Marion County, Oregon;Marion County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;1906;Morrow County, Oregon;Morrow County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
108.400;391.000;108386;Multnomah County, Oregon;Multnomah County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
6.400;391.000;6428;Polk County, Oregon;Polk County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;36;Sherman County, Oregon;Sherman County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;1348;Tillamook County, Oregon;Tillamook County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
8.400;391.000;8357;Umatilla County, Oregon;Umatilla County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;924;Union County, Oregon;Union County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;102;Wallowa County, Oregon;Wallowa County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;1938;Wasco County, Oregon;Wasco County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
95.700;391.000;95679;Washington County, Oregon;Washington County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;391.000;15;Wheeler County, Oregon;Wheeler County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
9.000;391.000;9014;Yamhill County, Oregon;Yamhill County;1;Total:;Total:;all countries;(Total);Total:;Oregon;390603;Oregon;390603;3982267
;201.000;15;Trego County, Kansas;Trego County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;53;Wabaunsee County, Kansas;Wabaunsee County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;41;Wallace County, Kansas;Wallace County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;150;Washington County, Kansas;Washington County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;320;Wichita County, Kansas;Wichita County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;154;Wilson County, Kansas;Wilson County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;27;Woodson County, Kansas;Woodson County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
25.400;201.000;25372;Wyandotte County, Kansas;Wyandotte County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
2.300;21.000;2301;Albany County, Wyoming;Albany County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;393;Big Horn County, Wyoming;Big Horn County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;1767;Campbell County, Wyoming;Campbell County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;816;Carbon County, Wyoming;Carbon County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;385;Converse County, Wyoming;Converse County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;68;Crook County, Wyoming;Crook County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;545;Fremont County, Wyoming;Fremont County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;369;Goshen County, Wyoming;Goshen County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;28;Hot Springs County, Wyoming;Hot Springs County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;142;Johnson County, Wyoming;Johnson County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
2.900;21.000;2946;Laramie County, Wyoming;Laramie County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;399;Lincoln County, Wyoming;Lincoln County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
2.200;21.000;2207;Natrona County, Wyoming;Natrona County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;7;Niobrara County, Wyoming;Niobrara County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;781;Park County, Wyoming;Park County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;243;Platte County, Wyoming;Platte County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;602;Sheridan County, Wyoming;Sheridan County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;206;Sublette County, Wyoming;Sublette County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
2.500;21.000;2469;Sweetwater County, Wyoming;Sweetwater County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
2.600;21.000;2596;Teton County, Wyoming;Teton County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;833;Uinta County, Wyoming;Uinta County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;316;Washakie County, Wyoming;Washakie County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
;21.000;293;Weston County, Wyoming;Weston County;1;Total:;Total:;all countries;(Total);Total:;Wyoming;20712;Wyoming;20712;583029
26.000;3.967.000;26029;Alachua County, Florida;Alachua County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;403;Baker County, Florida;Baker County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
9.800;3.967.000;9774;Bay County, Florida;Bay County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;621;Bradford County, Florida;Bradford County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
48.400;3.967.000;48402;Brevard County, Florida;Brevard County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
609.700;3.967.000;609738;Broward County, Florida;Broward County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;517;Calhoun County, Florida;Calhoun County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
17.300;3.967.000;17279;Charlotte County, Florida;Charlotte County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
7.600;3.967.000;7604;Citrus County, Florida;Citrus County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
14.200;3.967.000;14182;Clay County, Florida;Clay County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
82.900;3.967.000;82939;Collier County, Florida;Collier County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
2.500;3.967.000;2478;Columbia County, Florida;Columbia County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
6.200;3.967.000;6150;DeSoto County, Florida;DeSoto County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;448;Dixie County, Florida;Dixie County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
87.600;3.967.000;87582;Duval County, Florida;Duval County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
14.700;3.967.000;14697;Escambia County, Florida;Escambia County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
12.100;3.967.000;12115;Flagler County, Florida;Flagler County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;379;Franklin County, Florida;Franklin County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
2.400;3.967.000;2378;Gadsden County, Florida;Gadsden County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;495;Gilchrist County, Florida;Gilchrist County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;1643;Glades County, Florida;Glades County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;312;Gulf County, Florida;Gulf County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;523;Hamilton County, Florida;Hamilton County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
4.000;3.967.000;3962;Hardee County, Florida;Hardee County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
10.500;3.967.000;10480;Hendry County, Florida;Hendry County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
12.000;3.967.000;12020;Hernando County, Florida;Hernando County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
10.900;3.967.000;10937;Highlands County, Florida;Highlands County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
213.200;3.967.000;213196;Hillsborough County, Florida;Hillsborough County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;340;Holmes County, Florida;Holmes County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
14.800;3.967.000;14832;Indian River County, Florida;Indian River County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;1643;Jackson County, Florida;Jackson County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;416;Jefferson County, Florida;Jefferson County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;378;Lafayette County, Florida;Lafayette County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
25.500;3.967.000;25527;Lake County, Florida;Lake County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
106.500;3.967.000;106476;Lee County, Florida;Lee County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
19.800;3.967.000;19831;Leon County, Florida;Leon County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
;3.967.000;1394;Levy County, Florida;Levy County;1;Total:;Total:;all countries;(Total);Total:;Florida;3967473;Florida;3967473;19934451
